Idade;Sexo;Grau_Escolaridade;Salario;Tempo_Emprego;Moradia;Valor_Emprestimo;Proposito;Taxa;Comprometimento_Renda;Score_Credito;Inadimplencias_Anteriores;Credito_Concedido
29.0;feminino;Tecnólogo;46081.0;2;HIPOTECA;6000.0;EDUCACIONAL;15.21;0.13;655;No;0
31.0;feminino;Mestrado;46491.0;10;PRÓPRIA;13750.0;PESSOAL;15.21;0.3;722;No;0
28.0;masculino;Bacharel;18364.0;5;ALUGUEL;4000.0;MÉDICO;13.11;0.22;661;No;1
31.0;feminino;Bacharel;18884.0;8;ALUGUEL;4000.0;PROJETO;11.49;0.21;635;No;1
28.0;feminino;Segundo Grau;46613.0;4;HIPOTECA;8400.0;PROJETO;7.51;0.18;597;Yes;0
29.0;feminino;Mestrado;46578.0;6;HIPOTECA;3600.0;EDUCACIONAL;7.14;0.08;518;Yes;0
30.0;masculino;Segundo Grau;18857.0;7;ALUGUEL;4000.0;REFORMA;13.67;0.21;636;No;1
31.0;masculino;Bacharel;46580.0;11;HIPOTECA;2000.0;MÉDICO;11.36;0.04;663;Yes;0
30.0;masculino;Segundo Grau;21005.0;10;ALUGUEL;4000.0;PROJETO;14.22;0.19;607;No;1
31.0;masculino;Bacharel;21302.0;9;ALUGUEL;4000.0;MÉDICO;14.59;0.19;670;No;1
27.0;masculino;Tecnólogo;21369.0;3;ALUGUEL;4000.0;PROJETO;14.42;0.19;566;No;1
35.0;masculino;Mestrado;46543.0;12;HIPOTECA;15000.0;MÉDICO;10.99;0.32;688;Yes;0
35.0;feminino;Bacharel;39251.0;11;HIPOTECA;10750.0;QUITAÇÃO;14.96;0.27;716;No;1
32.0;masculino;Mestrado;22500.0;8;ALUGUEL;4000.0;EDUCACIONAL;15.2;0.18;555;No;1
28.0;masculino;Bacharel;22839.0;7;ALUGUEL;4000.0;PROJETO;11.12;0.18;634;No;1
31.0;masculino;Segundo Grau;22590.0;7;ALUGUEL;4000.0;EDUCACIONAL;12.84;0.18;610;No;1
29.0;feminino;Segundo Grau;46582.0;8;HIPOTECA;8000.0;EDUCACIONAL;8.59;0.17;675;No;0
33.0;feminino;Mestrado;46483.0;11;HIPOTECA;2500.0;EDUCACIONAL;13.22;0.05;664;No;0
28.0;masculino;Mestrado;24002.0;4;ALUGUEL;4000.0;QUITAÇÃO;12.69;0.17;628;No;1
34.0;feminino;Tecnólogo;46434.0;9;PRÓPRIA;10000.0;PROJETO;8.94;0.22;640;Yes;0
29.0;masculino;Bacharel;24131.0;7;ALUGUEL;4000.0;PESSOAL;10.37;0.17;634;No;1
34.0;masculino;Segundo Grau;46682.0;13;HIPOTECA;14500.0;PESSOAL;12.84;0.31;524;Yes;0
35.0;feminino;Bacharel;24761.0;13;ALUGUEL;4000.0;PESSOAL;11.12;0.16;708;No;1
30.0;masculino;Segundo Grau;24960.0;8;ALUGUEL;4000.0;QUITAÇÃO;16.45;0.16;694;No;1
27.0;masculino;Bacharel;25096.0;6;ALUGUEL;4000.0;MÉDICO;10.65;0.16;566;Yes;0
28.0;feminino;Tecnólogo;24991.0;5;ALUGUEL;4000.0;QUITAÇÃO;10.99;0.16;695;Yes;0
27.0;feminino;Tecnólogo;39712.0;5;HIPOTECA;7500.0;MÉDICO;11.59;0.19;628;No;1
28.0;feminino;Tecnólogo;25010.0;6;ALUGUEL;4000.0;PESSOAL;14.59;0.16;627;Yes;0
28.0;masculino;Tecnólogo;25004.0;3;ALUGUEL;4000.0;REFORMA;13.11;0.16;516;No;1
27.0;masculino;Tecnólogo;46300.0;7;HIPOTECA;5000.0;QUITAÇÃO;9.76;0.11;618;Yes;0
33.0;masculino;Tecnólogo;25021.0;13;ALUGUEL;4000.0;PESSOAL;13.47;0.16;647;Yes;0
29.0;masculino;Tecnólogo;46561.0;4;HIPOTECA;2450.0;REFORMA;11.01;0.05;620;Yes;0
27.0;feminino;Tecnólogo;26496.0;4;ALUGUEL;4000.0;MÉDICO;11.49;0.15;685;Yes;0
29.0;feminino;Mestrado;25995.0;7;ALUGUEL;4000.0;MÉDICO;5.79;0.15;673;Yes;0
30.0;feminino;Segundo Grau;26539.0;7;ALUGUEL;4000.0;QUITAÇÃO;12.87;0.15;689;No;0
32.0;masculino;Segundo Grau;26711.0;9;ALUGUEL;4000.0;QUITAÇÃO;8.07;0.15;581;Yes;0
29.0;masculino;Tecnólogo;27409.0;2;ALUGUEL;4000.0;PESSOAL;12.42;0.15;613;No;0
27.0;feminino;Bacharel;27397.0;2;ALUGUEL;4000.0;EDUCACIONAL;6.39;0.15;596;Yes;0
32.0;feminino;Bacharel;28226.0;12;ALUGUEL;4000.0;QUITAÇÃO;11.01;0.14;698;Yes;0
32.0;feminino;Tecnólogo;28593.0;9;ALUGUEL;4000.0;QUITAÇÃO;14.22;0.14;610;Yes;0
27.0;masculino;Bacharel;28887.0;2;ALUGUEL;4000.0;PESSOAL;7.49;0.14;680;Yes;0
31.0;masculino;Segundo Grau;29657.0;6;ALUGUEL;4000.0;EDUCACIONAL;6.76;0.13;691;Yes;0
27.0;feminino;Mestrado;46288.0;0;HIPOTECA;6500.0;QUITAÇÃO;13.79;0.14;568;No;0
31.0;feminino;Segundo Grau;29621.0;11;ALUGUEL;4000.0;PESSOAL;13.48;0.14;603;No;0
27.0;feminino;Mestrado;30106.0;4;ALUGUEL;4000.0;QUITAÇÃO;12.87;0.13;626;No;0
32.0;feminino;Mestrado;47109.0;9;HIPOTECA;8400.0;EDUCACIONAL;8.38;0.18;704;No;0
29.0;masculino;Bacharel;30869.0;4;ALUGUEL;4000.0;PROJETO;5.42;0.13;596;Yes;0
28.0;feminino;Bacharel;46789.0;9;HIPOTECA;10750.0;MÉDICO;10.75;0.23;605;No;0
30.0;feminino;Bacharel;46818.0;6;HIPOTECA;9775.0;QUITAÇÃO;11.01;0.21;679;Yes;0
27.0;feminino;Bacharel;32378.0;5;ALUGUEL;4000.0;MÉDICO;10.25;0.12;666;No;0
27.0;feminino;Tecnólogo;39556.0;8;HIPOTECA;1200.0;REFORMA;6.76;0.03;637;No;1
29.0;masculino;Tecnólogo;32265.0;8;ALUGUEL;4000.0;EDUCACIONAL;10.0;0.12;639;No;1
33.0;masculino;Mestrado;46943.0;13;HIPOTECA;10000.0;PROJETO;9.91;0.21;687;Yes;0
29.0;masculino;Tecnólogo;33151.0;3;ALUGUEL;4000.0;REFORMA;16.0;0.12;671;No;1
29.0;feminino;Mestrado;47219.0;4;HIPOTECA;14000.0;MÉDICO;14.27;0.3;680;No;0
32.0;feminino;Tecnólogo;34253.0;11;ALUGUEL;4000.0;REFORMA;10.62;0.12;605;No;1
28.0;masculino;Tecnólogo;33975.0;5;ALUGUEL;4000.0;QUITAÇÃO;15.23;0.12;663;Yes;0
29.0;masculino;Bacharel;34559.0;6;ALUGUEL;4000.0;MÉDICO;6.92;0.12;523;Yes;0
33.0;masculino;Segundo Grau;47025.0;11;PRÓPRIA;16450.0;PROJETO;10.65;0.35;624;No;0
29.0;masculino;Tecnólogo;46774.0;9;PRÓPRIA;10000.0;PROJETO;11.01;0.21;577;Yes;0
29.0;masculino;Bacharel;35107.0;1;ALUGUEL;4000.0;QUITAÇÃO;10.59;0.11;676;Yes;0
33.0;masculino;Tecnólogo;35555.0;12;ALUGUEL;4000.0;MÉDICO;9.88;0.11;640;Yes;0
29.0;masculino;Mestrado;35407.0;6;ALUGUEL;4000.0;PROJETO;13.92;0.11;588;No;1
31.0;masculino;Segundo Grau;46941.0;9;PRÓPRIA;11000.0;EDUCACIONAL;11.01;0.23;664;Yes;0
32.0;masculino;Tecnólogo;47000.0;9;PRÓPRIA;2400.0;MÉDICO;9.99;0.05;598;No;0
27.0;masculino;Mestrado;35930.0;4;ALUGUEL;4000.0;EDUCACIONAL;10.75;0.11;581;Yes;0
35.0;feminino;Mestrado;47143.0;15;HIPOTECA;5000.0;EDUCACIONAL;11.01;0.11;693;Yes;0
27.0;feminino;Tecnólogo;37012.0;7;ALUGUEL;4000.0;EDUCACIONAL;12.69;0.11;664;No;1
34.0;feminino;Segundo Grau;36969.0;12;ALUGUEL;4000.0;PESSOAL;7.51;0.11;640;No;0
30.0;feminino;Tecnólogo;36902.0;5;ALUGUEL;4000.0;MÉDICO;13.99;0.11;539;Yes;0
34.0;masculino;Bacharel;37289.0;11;ALUGUEL;4000.0;MÉDICO;9.63;0.11;729;No;0
27.0;masculino;Segundo Grau;47103.0;4;HIPOTECA;15000.0;QUITAÇÃO;12.68;0.32;685;Yes;0
35.0;feminino;Bacharel;47326.0;13;HIPOTECA;9500.0;PROJETO;10.36;0.2;577;Yes;0
34.0;feminino;Mestrado;46946.0;9;HIPOTECA;6500.0;EDUCACIONAL;9.25;0.14;682;Yes;0
33.0;masculino;Mestrado;47018.0;10;PRÓPRIA;8000.0;EDUCACIONAL;15.58;0.17;641;Yes;0
27.0;feminino;Mestrado;37104.0;5;ALUGUEL;4000.0;MÉDICO;10.39;0.11;717;No;0
28.0;feminino;Bacharel;38364.0;5;ALUGUEL;4000.0;MÉDICO;10.65;0.1;701;Yes;0
27.0;feminino;Tecnólogo;37822.0;2;ALUGUEL;4000.0;MÉDICO;10.74;0.11;622;Yes;0
28.0;feminino;Bacharel;38370.0;2;ALUGUEL;4000.0;MÉDICO;11.49;0.1;709;No;0
30.0;masculino;Tecnólogo;46833.0;11;HIPOTECA;16750.0;QUITAÇÃO;7.88;0.36;679;Yes;0
28.0;feminino;Segundo Grau;47211.0;9;HIPOTECA;10000.0;MÉDICO;11.01;0.21;651;No;0
32.0;feminino;Segundo Grau;39471.0;7;ALUGUEL;4000.0;MÉDICO;11.49;0.1;692;Yes;0
33.0;masculino;Segundo Grau;39366.0;14;ALUGUEL;4000.0;QUITAÇÃO;8.32;0.1;628;Yes;0
27.0;masculino;Tecnólogo;39404.0;6;ALUGUEL;4000.0;MÉDICO;15.99;0.1;529;No;1
27.0;masculino;Mestrado;40548.0;5;ALUGUEL;4000.0;MÉDICO;5.99;0.1;675;Yes;0
27.0;feminino;Bacharel;40575.0;2;ALUGUEL;4000.0;EDUCACIONAL;6.76;0.1;673;No;0
30.0;feminino;Segundo Grau;41145.0;6;ALUGUEL;4000.0;MÉDICO;13.79;0.1;638;No;0
31.0;feminino;Tecnólogo;41500.0;7;ALUGUEL;4000.0;MÉDICO;11.49;0.1;526;Yes;0
27.0;masculino;Tecnólogo;42099.0;4;ALUGUEL;4000.0;MÉDICO;17.19;0.1;665;No;1
32.0;masculino;Bacharel;42028.0;6;ALUGUEL;4000.0;PROJETO;7.74;0.1;685;No;0
30.0;feminino;Segundo Grau;42061.0;7;ALUGUEL;4000.0;PROJETO;10.95;0.1;647;Yes;0
32.0;masculino;Tecnólogo;42311.0;8;ALUGUEL;4000.0;PROJETO;13.48;0.09;654;Yes;0
33.0;feminino;Bacharel;42259.0;14;ALUGUEL;4000.0;PROJETO;10.25;0.09;606;Yes;0
29.0;masculino;Tecnólogo;47550.0;6;PRÓPRIA;1600.0;PROJETO;12.84;0.03;613;Yes;0
31.0;feminino;Bacharel;43109.0;7;ALUGUEL;4000.0;PROJETO;10.65;0.09;642;Yes;0
29.0;masculino;Segundo Grau;42954.0;7;ALUGUEL;4000.0;EDUCACIONAL;15.23;0.09;663;Yes;0
29.0;masculino;Doutorado;42955.0;5;ALUGUEL;4000.0;MÉDICO;5.99;0.09;719;Yes;0
34.0;feminino;Tecnólogo;47715.0;10;HIPOTECA;2400.0;QUITAÇÃO;8.9;0.05;624;Yes;0
35.0;masculino;Mestrado;43094.0;17;ALUGUEL;4000.0;MÉDICO;13.35;0.09;666;Yes;0
33.0;masculino;Bacharel;42744.0;12;ALUGUEL;4000.0;MÉDICO;7.88;0.09;500;Yes;0
28.0;masculino;Tecnólogo;35764.0;4;ALUGUEL;4000.0;PESSOAL;16.45;0.11;649;No;1
28.0;masculino;Segundo Grau;43038.0;6;ALUGUEL;4000.0;EDUCACIONAL;12.53;0.09;586;Yes;0
31.0;feminino;Segundo Grau;47578.0;9;HIPOTECA;5750.0;MÉDICO;12.68;0.12;603;No;0
33.0;masculino;Bacharel;48142.0;13;PRÓPRIA;10000.0;PROJETO;12.42;0.21;680;Yes;0
28.0;masculino;Bacharel;43439.0;3;ALUGUEL;4000.0;EDUCACIONAL;7.49;0.09;675;Yes;0
31.0;masculino;Tecnólogo;43559.0;10;ALUGUEL;4000.0;MÉDICO;13.61;0.09;659;Yes;0
27.0;feminino;Tecnólogo;44201.0;3;ALUGUEL;4000.0;MÉDICO;11.01;0.09;679;Yes;0
28.0;feminino;Mestrado;44427.0;5;ALUGUEL;4000.0;QUITAÇÃO;12.42;0.09;642;Yes;0
28.0;masculino;Bacharel;40651.0;5;HIPOTECA;4000.0;PESSOAL;7.9;0.1;570;No;1
29.0;feminino;Bacharel;40740.0;7;HIPOTECA;5600.0;EDUCACIONAL;11.71;0.14;693;No;1
31.0;masculino;Mestrado;44334.0;5;ALUGUEL;4000.0;MÉDICO;13.8;0.09;656;No;0
34.0;masculino;Mestrado;44210.0;12;ALUGUEL;4000.0;MÉDICO;13.61;0.09;613;Yes;0
27.0;feminino;Tecnólogo;48084.0;4;HIPOTECA;6400.0;QUITAÇÃO;10.99;0.13;575;Yes;0
35.0;feminino;Tecnólogo;47684.0;12;HIPOTECA;15000.0;REFORMA;10.99;0.31;572;Yes;0
32.0;masculino;Bacharel;45575.0;8;ALUGUEL;4000.0;QUITAÇÃO;10.38;0.09;671;Yes;0
33.0;feminino;Mestrado;46844.0;11;ALUGUEL;4000.0;MÉDICO;10.0;0.09;683;Yes;0
29.0;masculino;Bacharel;48134.0;8;HIPOTECA;16000.0;PESSOAL;5.99;0.33;590;Yes;0
30.0;masculino;Bacharel;47745.0;8;ALUGUEL;4000.0;MÉDICO;15.96;0.08;650;No;0
27.0;masculino;Bacharel;47863.0;0;ALUGUEL;4000.0;PESSOAL;10.74;0.08;660;No;0
35.0;feminino;Tecnólogo;40489.0;9;ALUGUEL;4000.0;REFORMA;16.32;0.1;629;No;1
34.0;masculino;Bacharel;41084.0;13;ALUGUEL;4000.0;EDUCACIONAL;16.45;0.1;696;No;1
30.0;feminino;Bacharel;48585.0;9;ALUGUEL;4000.0;QUITAÇÃO;12.99;0.08;688;No;0
29.0;masculino;Bacharel;49236.0;9;ALUGUEL;4000.0;PESSOAL;11.01;0.08;600;Yes;0
32.0;masculino;Segundo Grau;47895.0;5;HIPOTECA;16700.0;PROJETO;7.51;0.35;586;Yes;0
29.0;feminino;Tecnólogo;41702.0;6;ALUGUEL;4000.0;EDUCACIONAL;13.47;0.1;634;No;1
30.0;feminino;Segundo Grau;41726.0;7;ALUGUEL;4000.0;QUITAÇÃO;13.49;0.1;528;No;1
32.0;feminino;Mestrado;49234.0;10;ALUGUEL;4000.0;MÉDICO;13.49;0.08;689;Yes;0
32.0;feminino;Segundo Grau;48889.0;10;ALUGUEL;4000.0;EDUCACIONAL;9.99;0.08;629;Yes;0
33.0;feminino;Tecnólogo;48867.0;13;ALUGUEL;4000.0;QUITAÇÃO;7.88;0.08;550;Yes;0
33.0;masculino;Tecnólogo;48840.0;11;ALUGUEL;4000.0;PROJETO;11.01;0.08;554;Yes;0
29.0;masculino;Bacharel;48910.0;3;ALUGUEL;4000.0;PESSOAL;12.53;0.08;521;No;0
32.0;masculino;Segundo Grau;49056.0;8;ALUGUEL;4000.0;MÉDICO;13.79;0.08;557;Yes;0
27.0;feminino;Mestrado;48064.0;3;HIPOTECA;6900.0;QUITAÇÃO;12.87;0.14;681;No;0
27.0;masculino;Bacharel;42676.0;4;ALUGUEL;4000.0;PROJETO;14.54;0.09;655;No;1
31.0;masculino;Mestrado;50478.0;12;ALUGUEL;4000.0;PROJETO;11.01;0.08;495;Yes;0
31.0;masculino;Bacharel;50342.0;9;ALUGUEL;4000.0;PROJETO;10.99;0.08;624;Yes;0
31.0;feminino;Bacharel;49792.0;10;ALUGUEL;4000.0;MÉDICO;10.0;0.08;636;Yes;0
29.0;feminino;Segundo Grau;47698.0;4;HIPOTECA;7100.0;MÉDICO;8.32;0.15;558;Yes;0
27.0;feminino;Mestrado;40781.0;5;HIPOTECA;9000.0;EDUCACIONAL;12.49;0.22;666;No;1
32.0;feminino;Bacharel;51286.0;10;ALUGUEL;4000.0;PESSOAL;11.12;0.08;611;No;0
33.0;masculino;Bacharel;51622.0;11;ALUGUEL;4000.0;PESSOAL;6.39;0.08;631;No;0
30.0;masculino;Tecnólogo;51204.0;5;ALUGUEL;4000.0;QUITAÇÃO;7.88;0.08;612;Yes;0
27.0;feminino;Mestrado;52353.0;6;ALUGUEL;4000.0;EDUCACIONAL;16.29;0.08;648;Yes;0
29.0;masculino;Segundo Grau;47913.0;9;HIPOTECA;8000.0;EDUCACIONAL;11.86;0.17;675;Yes;0
27.0;feminino;Mestrado;48299.0;5;HIPOTECA;7200.0;EDUCACIONAL;13.79;0.15;660;Yes;0
27.0;feminino;Tecnólogo;45404.0;5;ALUGUEL;4000.0;EDUCACIONAL;17.27;0.09;520;No;1
32.0;feminino;Doutorado;55678.0;10;ALUGUEL;4000.0;PROJETO;10.99;0.07;568;Yes;0
28.0;feminino;Mestrado;48366.0;5;ALUGUEL;4000.0;PESSOAL;12.61;0.08;661;No;1
28.0;feminino;Tecnólogo;48518.0;4;HIPOTECA;11000.0;EDUCACIONAL;7.14;0.23;621;No;0
29.0;feminino;Mestrado;56331.0;8;ALUGUEL;4000.0;PROJETO;9.99;0.07;613;No;0
28.0;masculino;Bacharel;50519.0;6;ALUGUEL;4000.0;PESSOAL;18.64;0.08;678;No;1
29.0;masculino;Tecnólogo;48229.0;7;HIPOTECA;5000.0;PROJETO;7.74;0.1;588;Yes;0
33.0;masculino;Bacharel;48198.0;10;HIPOTECA;3000.0;EDUCACIONAL;7.37;0.06;634;No;0
30.0;masculino;Tecnólogo;48603.0;6;HIPOTECA;12375.0;PROJETO;10.37;0.25;708;No;0
30.0;masculino;Bacharel;58397.0;6;ALUGUEL;4000.0;PESSOAL;11.01;0.07;618;No;0
33.0;feminino;Segundo Grau;58744.0;9;ALUGUEL;4000.0;MÉDICO;14.65;0.07;600;No;0
29.0;masculino;Tecnólogo;48270.0;7;HIPOTECA;5600.0;EDUCACIONAL;10.65;0.12;675;No;0
27.0;feminino;Mestrado;58454.0;4;ALUGUEL;4000.0;PESSOAL;9.62;0.07;598;Yes;0
28.0;masculino;Tecnólogo;58860.0;3;ALUGUEL;4000.0;MÉDICO;14.35;0.07;616;Yes;0
34.0;feminino;Tecnólogo;48397.0;8;HIPOTECA;2400.0;PESSOAL;6.03;0.05;699;No;0
32.0;masculino;Segundo Grau;48933.0;7;HIPOTECA;1500.0;REFORMA;15.99;0.03;555;Yes;0
28.0;feminino;Tecnólogo;58517.0;2;ALUGUEL;4000.0;QUITAÇÃO;11.01;0.07;640;No;0
34.0;feminino;Tecnólogo;48593.0;8;HIPOTECA;6000.0;PROJETO;5.99;0.12;609;No;0
31.0;masculino;Bacharel;58509.0;7;ALUGUEL;4000.0;MÉDICO;13.85;0.07;616;Yes;0
27.0;masculino;Bacharel;48535.0;7;PRÓPRIA;9900.0;REFORMA;6.54;0.2;686;Yes;0
30.0;feminino;Bacharel;48595.0;9;HIPOTECA;3000.0;QUITAÇÃO;10.38;0.06;615;Yes;0
34.0;feminino;Mestrado;58448.0;10;ALUGUEL;4000.0;EDUCACIONAL;8.0;0.07;657;Yes;0
33.0;feminino;Bacharel;52588.0;12;ALUGUEL;4000.0;EDUCACIONAL;12.73;0.08;707;No;1
27.0;feminino;Mestrado;59873.0;0;ALUGUEL;4000.0;QUITAÇÃO;9.32;0.07;617;Yes;0
27.0;feminino;Bacharel;59966.0;2;ALUGUEL;4000.0;MÉDICO;10.59;0.07;690;No;0
27.0;feminino;Tecnólogo;48492.0;1;HIPOTECA;4800.0;QUITAÇÃO;6.76;0.1;643;Yes;0
31.0;feminino;Tecnólogo;60976.0;7;ALUGUEL;4000.0;PROJETO;6.62;0.07;702;Yes;0
28.0;masculino;Bacharel;48126.0;4;HIPOTECA;5000.0;QUITAÇÃO;12.53;0.1;567;Yes;0
33.0;masculino;Bacharel;48670.0;10;HIPOTECA;3000.0;PESSOAL;7.68;0.06;588;Yes;0
28.0;masculino;Tecnólogo;61054.0;5;ALUGUEL;4000.0;REFORMA;10.59;0.07;647;No;0
30.0;feminino;Bacharel;48273.0;9;HIPOTECA;1425.0;REFORMA;10.37;0.03;557;Yes;0
35.0;masculino;Tecnólogo;60686.0;11;ALUGUEL;4000.0;MÉDICO;13.22;0.07;619;No;0
29.0;masculino;Segundo Grau;53888.0;9;ALUGUEL;4000.0;EDUCACIONAL;12.36;0.07;638;No;1
29.0;masculino;Bacharel;49032.0;10;HIPOTECA;11000.0;EDUCACIONAL;16.49;0.22;614;Yes;0
30.0;masculino;Bacharel;49081.0;8;HIPOTECA;3200.0;QUITAÇÃO;9.7;0.07;616;Yes;0
28.0;feminino;Segundo Grau;41957.0;2;HIPOTECA;12000.0;PESSOAL;11.01;0.29;679;No;1
31.0;masculino;Bacharel;63196.0;12;ALUGUEL;4000.0;MÉDICO;7.49;0.06;646;Yes;0
28.0;feminino;Segundo Grau;63257.0;9;ALUGUEL;4000.0;REFORMA;10.75;0.06;573;Yes;0
27.0;masculino;Tecnólogo;64266.0;5;ALUGUEL;4000.0;PROJETO;17.39;0.06;658;Yes;0
27.0;masculino;Tecnólogo;57773.0;7;ALUGUEL;4000.0;REFORMA;15.33;0.07;656;No;1
27.0;masculino;Segundo Grau;58388.0;4;ALUGUEL;4000.0;EDUCACIONAL;6.03;0.07;590;No;1
27.0;masculino;Tecnólogo;66185.0;4;ALUGUEL;4000.0;EDUCACIONAL;10.74;0.06;573;No;0
27.0;masculino;Tecnólogo;65646.0;7;ALUGUEL;4000.0;PESSOAL;12.61;0.06;662;Yes;0
27.0;masculino;Bacharel;59702.0;5;ALUGUEL;4000.0;QUITAÇÃO;14.61;0.07;665;No;1
29.0;feminino;Tecnólogo;67031.0;7;ALUGUEL;4000.0;REFORMA;10.59;0.06;654;No;0
27.0;masculino;Tecnólogo;67235.0;6;ALUGUEL;4000.0;EDUCACIONAL;6.76;0.06;591;Yes;0
30.0;feminino;Mestrado;48982.0;9;HIPOTECA;10000.0;PESSOAL;10.75;0.2;579;Yes;0
31.0;masculino;Segundo Grau;48897.0;5;PRÓPRIA;4000.0;REFORMA;14.35;0.08;624;Yes;0
31.0;masculino;Bacharel;67962.0;8;ALUGUEL;4000.0;REFORMA;5.79;0.06;690;No;0
28.0;masculino;Segundo Grau;68991.0;7;ALUGUEL;4000.0;PROJETO;7.88;0.06;566;Yes;0
30.0;feminino;Bacharel;48881.0;9;HIPOTECA;10000.0;MÉDICO;12.73;0.2;670;Yes;0
27.0;masculino;Tecnólogo;70592.0;4;ALUGUEL;4000.0;EDUCACIONAL;9.67;0.06;525;Yes;0
32.0;feminino;Segundo Grau;72522.0;11;ALUGUEL;4000.0;REFORMA;10.99;0.06;670;No;0
29.0;feminino;Bacharel;72848.0;7;ALUGUEL;4000.0;REFORMA;7.88;0.05;613;Yes;0
31.0;feminino;Mestrado;49010.0;8;HIPOTECA;9600.0;PROJETO;11.26;0.2;738;Yes;0
29.0;masculino;Tecnólogo;73112.0;6;ALUGUEL;4000.0;PROJETO;7.88;0.05;594;Yes;0
35.0;masculino;Tecnólogo;73038.0;11;ALUGUEL;4000.0;QUITAÇÃO;13.98;0.05;564;Yes;0
29.0;masculino;Segundo Grau;41515.0;6;OUTROS;9000.0;QUITAÇÃO;11.01;0.22;677;No;1
28.0;masculino;Doutorado;75097.0;3;ALUGUEL;4000.0;REFORMA;10.95;0.05;600;Yes;0
35.0;feminino;Mestrado;76886.0;16;ALUGUEL;4000.0;PROJETO;11.14;0.05;617;Yes;0
27.0;masculino;Tecnólogo;77381.0;6;ALUGUEL;4000.0;PESSOAL;10.37;0.05;615;No;0
33.0;masculino;Mestrado;70477.0;11;ALUGUEL;4000.0;REFORMA;11.01;0.06;660;No;1
27.0;feminino;Segundo Grau;77670.0;4;ALUGUEL;4000.0;PESSOAL;9.25;0.05;611;Yes;0
27.0;masculino;Segundo Grau;78642.0;4;ALUGUEL;4000.0;PESSOAL;6.99;0.05;645;No;0
27.0;masculino;Mestrado;78956.0;4;ALUGUEL;4000.0;REFORMA;5.99;0.05;652;Yes;0
29.0;masculino;Tecnólogo;79038.0;5;ALUGUEL;4000.0;PROJETO;7.74;0.05;527;Yes;0
33.0;feminino;Mestrado;78916.0;10;ALUGUEL;4000.0;MÉDICO;12.87;0.05;710;Yes;0
28.0;masculino;Mestrado;48729.0;7;HIPOTECA;19200.0;PESSOAL;9.91;0.39;715;No;0
30.0;feminino;Mestrado;71858.0;6;ALUGUEL;4000.0;PESSOAL;8.94;0.06;546;No;1
33.0;masculino;Tecnólogo;82683.0;12;ALUGUEL;4000.0;EDUCACIONAL;10.99;0.05;712;No;0
29.0;feminino;Bacharel;85101.0;3;ALUGUEL;4000.0;PESSOAL;10.99;0.05;570;Yes;0
28.0;feminino;Segundo Grau;41445.0;4;HIPOTECA;10000.0;EDUCACIONAL;16.77;0.24;675;No;1
29.0;masculino;Tecnólogo;87467.0;9;ALUGUEL;4000.0;REFORMA;18.79;0.05;661;Yes;0
32.0;masculino;Tecnólogo;87581.0;10;ALUGUEL;4000.0;REFORMA;10.0;0.05;614;Yes;0
31.0;feminino;Bacharel;87669.0;11;ALUGUEL;4000.0;EDUCACIONAL;9.99;0.05;653;No;0
27.0;masculino;Bacharel;49055.0;1;HIPOTECA;14675.0;REFORMA;12.69;0.3;647;Yes;0
31.0;masculino;Mestrado;91129.0;6;ALUGUEL;4000.0;MÉDICO;13.49;0.04;701;No;0
29.0;masculino;Bacharel;91401.0;7;ALUGUEL;4000.0;QUITAÇÃO;8.49;0.04;584;Yes;0
29.0;masculino;Segundo Grau;91008.0;7;ALUGUEL;4000.0;REFORMA;12.68;0.04;579;No;0
30.0;feminino;Mestrado;49022.0;9;HIPOTECA;8600.0;REFORMA;10.65;0.18;600;Yes;0
32.0;feminino;Doutorado;91343.0;11;ALUGUEL;4000.0;QUITAÇÃO;12.99;0.04;640;Yes;0
33.0;feminino;Bacharel;94885.0;9;ALUGUEL;4000.0;MÉDICO;7.14;0.04;625;Yes;0
32.0;feminino;Segundo Grau;94382.0;11;ALUGUEL;4000.0;MÉDICO;9.88;0.04;569;No;0
27.0;masculino;Bacharel;96747.0;5;ALUGUEL;4000.0;QUITAÇÃO;12.69;0.04;674;Yes;0
28.0;masculino;Tecnólogo;41924.0;5;HIPOTECA;8000.0;MÉDICO;12.69;0.19;539;No;1
29.0;masculino;Bacharel;41710.0;7;HIPOTECA;10200.0;MÉDICO;17.27;0.24;692;No;1
32.0;feminino;Bacharel;99508.0;8;ALUGUEL;4000.0;MÉDICO;9.91;0.04;621;Yes;0
33.0;masculino;Tecnólogo;102441.0;10;ALUGUEL;4000.0;EDUCACIONAL;8.59;0.04;628;Yes;0
27.0;feminino;Doutorado;104441.0;5;ALUGUEL;4000.0;REFORMA;13.99;0.04;675;No;0
27.0;masculino;Segundo Grau;41771.0;5;HIPOTECA;8875.0;REFORMA;10.65;0.21;598;No;1
28.0;masculino;Tecnólogo;108976.0;8;ALUGUEL;4000.0;PROJETO;13.49;0.04;640;Yes;0
31.0;feminino;Tecnólogo;48762.0;13;HIPOTECA;4625.0;QUITAÇÃO;12.42;0.09;472;Yes;0
31.0;feminino;Doutorado;110476.0;8;ALUGUEL;4000.0;EDUCACIONAL;7.66;0.04;636;Yes;0
32.0;masculino;Bacharel;114871.0;13;ALUGUEL;4000.0;REFORMA;7.49;0.03;685;Yes;0
30.0;masculino;Bacharel;116131.0;8;ALUGUEL;4000.0;PROJETO;10.75;0.03;684;Yes;0
